USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
_biome             402   0.0  0.1 426950640  11232   ??  Ss   12:00PM   0:01.80 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
_coreaudiod        399   0.0  0.2 426979904  15280   ??  Ss   12:00PM   0:42.01 /usr/sbin/coreaudiod
root               398   0.0  0.0 410952928   3792   ??  Ss   12:00PM   0:00.14 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
_trustd            397   0.0  0.2 426964624  12640   ??  Ss   12:00PM   0:34.35 /usr/libexec/trustd
_distnote          365   0.0  0.0 426916640   3504   ??  Ss   12:00PM   0:03.04 /usr/sbin/distnoted daemon
_usbmuxd           356   0.0  0.0 426960624   4128   ??  Ss   12:00PM   0:00.16 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd -launchd
root               392   0.0  0.2 426960544  14352   ??  Ss   12:00PM   0:02.38 /usr/libexec/lsd runAsRoot
_timed             355   0.0  0.1 426950656   5664   ??  Ss   12:00PM   0:00.41 /usr/libexec/timed
root               391   0.0  0.0 426940272   4144   ??  Ss   12:00PM   0:00.79 /System/Library/CoreServices/coreservicesd
_corespeechd       334   0.0  0.0 410655504   2112   ??  Ss   12:00PM   0:00.02 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system
root               389   0.0  0.2 426961360  17040   ??  Ss   12:00PM   0:48.70 /usr/libexec/runningboardd
parasshivprasadkulkarni   387   0.0  1.1 412243520  88880   ??  Ss   12:00PM   0:08.78 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow console
root               384   0.0  0.1 426917520   5472   ??  Ss   12:00PM   0:12.52 /usr/sbin/cfprefsd daemon
root               383   0.0  0.2 426961568  13264   ??  Ss   12:00PM   0:05.08 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd system
root               381   0.0  0.0 426916384   1200   ??  Ss   12:00PM   0:00.18 /usr/libexec/logd_helper
root               326   0.0  0.0 426912656   2880   ??  Ss   12:00PM   0:00.03 /usr/libexec/IOMFB_bics_daemon
root               320   0.0  0.2 426962240  13952   ??  Ss   12:00PM   0:01.71 /usr/sbin/systemstats --daemon
root               317   0.0  0.1 426956128  10848   ??  Ss   12:00PM   0:01.93 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
root               368   0.0  0.0 426912544    464   ??  Ss   12:00PM   0:00.09 /usr/libexec/dirhelper
root               379   0.0  0.1 426966720  11904   ??  Ss   12:00PM   0:00.86 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
root               363   0.0  0.2 426958048  18080   ??  Ss   12:00PM   0:19.01 /usr/libexec/dasd
root               346   0.0  0.2 426972064  13264   ??  Ss   12:00PM   0:06.08 /usr/libexec/coreduetd
root               372   0.0  0.1 426916592   5072   ??  Ss   12:00PM   0:00.88 /usr/libexec/usermanagerd -t 15
root               370   0.0  0.1 426953264   5728   ??  Ss   12:00PM   0:00.61 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
root               347   0.0  0.0 426917008   1808   ??  Ss   12:00PM   0:00.67 /usr/sbin/syslogd
root               314   0.0  0.2 426959584  14992   ??  Ss   12:00PM   0:02.67 /usr/libexec/UserEventAgent (System)
root               312   0.0  0.2 427069376  18224   ??  Ss   12:00PM   0:47.12 /usr/libexec/logd
root               376   0.0  0.1 426952720   4528   ??  Ss   12:00PM   0:00.31 /usr/libexec/sandboxd
root               374   0.0  0.2 426965024  16128   ??  Ss   12:00PM   0:02.91 /usr/sbin/bluetoothd
root               371   0.0  0.0 426912608   1248   ??  Ss   12:00PM   0:00.02 /usr/sbin/KernelEventAgent
root               357   0.0  0.1 426952320   6288   ??  Ss   12:00PM   0:01.36 /usr/sbin/securityd -i
root               362   0.0  0.0 426912592   2192   ??  Ss   12:00PM   0:00.02 autofsd
root               323   0.0  0.2 426955296  13008   ??  Ss   12:00PM   0:07.42 /usr/libexec/configd
root               369   0.0  0.0 426916208   4032   ??  Ss   12:00PM   0:00.10 /System/Library/CoreServices/logind
root               351   0.0  0.1 426957328  12064   ??  Ss   12:00PM   0:29.67 /usr/libexec/opendirectoryd
root               350   0.0  0.1 426949936   5904   ??  Ss   12:00PM   0:06.68 /usr/libexec/thermalmonitord
root               330   0.0  0.0 426950320   2752   ??  Ss+  12:00PM   0:00.06 /usr/libexec/remoted
root               340   0.0  0.3 427003472  24288   ??  Rs   12:00PM   1:53.43 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Support/mds
root               343   0.0  0.1 426950192   5888   ??  Ss   12:00PM   0:01.92 /usr/libexec/diskarbitrationd
root               342   0.0  0.1 426954192   4768   ??  Ss   12:00PM   0:00.88 /usr/libexec/kernelmanagerd
root               375   0.0  0.0 426916336   3392   ??  Ss   12:00PM   0:10.14 /usr/sbin/notifyd
root               336   0.0  0.0 426916784   2864   ??  Ss   12:00PM   0:00.46 /usr/libexec/watchdogd
root               353   0.0  0.2 427030432  16896   ??  Ss   12:00PM   0:07.18 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
root               325   0.0  0.1 426952176  11168   ??  Ss   12:00PM   0:11.93 /System/Library/CoreServices/powerd.bundle/powerd
root               378   0.0  0.1 426951232   9280   ??  Ss   12:00PM   0:00.59 /usr/libexec/AirPlayXPCHelper
root               316   0.0  0.1 426923888   5184   ??  Ss   12:00PM   0:28.11 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd
root              6395   0.0  0.0 410209264   1936 s001  R+    6:25PM   0:00.01 ps aux
root                 1   0.0  0.2 426852576  16288   ??  Ss   11:59AM   0:55.87 /sbin/launchd
parasshivprasadkulkarni  6393   0.0  1.1 1867090656  95216   ??  S     6:25PM   0:00.08 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --extension-process --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=482 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=9699181286 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=199
root              6388   0.0  0.1 426952944   9088   ??  Ss    6:25PM   0:00.05 /System/Library/CoreServices/ManagedClient.app/Contents/MacOS/ManagedClient
root              6387   0.0  0.1 426954400  10992   ??  Ss    6:25PM   0:00.09 /usr/libexec/mdmclient daemon
parasshivprasadkulkarni  6379   0.0  0.4 411092976  37536   ??  S     6:25PM   0:00.08 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent launchd -s
parasshivprasadkulkarni  6375   0.0  1.0 1865403536  82000   ??  S     6:24PM   0:00.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=480 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=9647025309 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=33
parasshivprasadkulkarni  6374   0.0  1.9 1865450096 155296   ??  S     6:24PM   0:00.35 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=479 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=9644993269 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=33
parasshivprasadkulkarni  6373   0.0  1.4 1865395104 117968   ??  S     6:24PM   0:00.13 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --extension-process --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=478 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=9644918619 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=199
parasshivprasadkulkarni  6366   0.0  0.3 426967088  22128   ??  S     6:23PM   0:00.14 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
parasshivprasadkulkarni  5168   0.0  0.1 426959824  10576   ??  Ss    5:45PM   0:01.31 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
parasshivprasadkulkarni  5130   0.0  0.1 426951872   6160   ??  Ss    5:43PM   0:00.01 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
parasshivprasadkulkarni  5129   0.0  0.2 426986640  20384   ??  Ss    5:43PM   0:00.06 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension -AppleLanguages ("en-IN")
_netbios          4786   0.0  0.0 426917104   3856   ??  SNs   5:32PM   0:00.17 /usr/sbin/netbiosd
parasshivprasadkulkarni  4770   0.0  1.2 1865475136 100832   ??  S     5:32PM   0:00.81 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=364 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=7098003221 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=196
parasshivprasadkulkarni  4769   0.0  4.4 1865513392 370400   ??  S     5:32PM   0:34.72 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=363 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=7096930717 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=196
_cmiodalassistants  4766   0.0  0.1 426952720   5584   ??  S     5:32PM   0:00.19 /usr/libexec/trustd --agent
parasshivprasadkulkarni  4758   0.0  3.3 1867224336 278400   ??  S     5:32PM   0:26.84 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=359 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=7079539585 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=191
parasshivprasadkulkarni  4749   0.0  1.1 1865457312  90944   ??  S     5:32PM   0:00.73 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --extension-process --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=354 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=7078295792 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=115
parasshivprasadkulkarni  4748   0.0  1.3 1867198320 107424   ??  S     5:32PM   0:02.41 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.104/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=ad29238d-a17b-4b52-9706-c2f6c8f4834d --extension-process --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=353 --time-ticks-at-unix-epoch=-1749968989761730 --launch-time-ticks=7078295228 --shared-files --field-trial-handle=1718379636,r,15231694984273348378,7387925993439321211,262144 --variations-seed-version=20250613-130015.573000 --seatbelt-client=115
root              4723   0.0  0.2 426950832  14912   ??  Ss    5:31PM   0:00.37 /usr/libexec/wifivelocityd
